episode,reward,success,length
824,-0.1,0,1
825,-0.1,0,1
826,0.2194677,1,1
827,0.43487063,1,1
828,-0.1,0,1
829,-0.1,0,1
830,0.241808,1,1
831,-0.1,0,1
832,-0.1,0,1
833,-0.1,0,1
834,-0.1,0,1
835,0.39623293,1,1
836,-0.1,0,1
837,-0.1,0,1
838,-0.1,0,1
839,-0.1,0,1
840,-0.1,0,1
841,-0.1,0,1
842,0.1756156,1,1
843,-0.1,0,1
844,-0.1,0,1
845,0.37594265,1,1
846,-0.1,0,1
847,-0.1,0,1
848,-0.1,0,1
849,-0.1,0,1
850,-0.1,0,1
851,-0.1,0,1
852,0.23198597,1,1
853,-0.1,0,1
854,-0.1,0,1
855,-0.1,0,1
856,-0.1,0,1
857,0.33302996,1,1
858,0.35478976,1,1
859,-0.1,0,1
860,0.37962028,1,1
861,0.41167462,1,1
862,-0.1,0,1
863,-0.1,0,1
864,-0.1,0,1
865,-0.1,0,1
866,-0.1,0,1
867,-0.1,0,1
868,-0.1,0,1
869,-0.1,0,1
870,0.3296027,1,1
871,0.33231777,1,1
872,0.4089295,1,1
873,0.38579872,1,1
874,-0.1,0,1
875,-0.1,0,1
876,-0.1,0,1
877,-0.1,0,1
878,0.4732859,1,1
879,0.3429653,1,1
880,-0.1,0,1
881,-0.1,0,1
882,0.36427698,1,1
883,-0.1,0,1
884,-0.1,0,1
885,0.4197503,1,1
886,0.3372482,1,1
887,0.38503203,1,1
888,-0.1,0,1
889,-0.1,0,1
890,-0.1,0,1
891,-0.1,0,1
892,-0.1,0,1
893,-0.1,0,1
894,-0.1,0,1
895,-0.1,0,1
896,-0.1,0,1
897,-0.1,0,1
898,0.2515613,1,1
899,-0.1,0,1
900,-0.1,0,1
901,0.4825669,1,1
902,-0.1,0,1
903,-0.1,0,1
904,0.41762817,1,1
905,-0.1,0,1
906,-0.1,0,1
907,-0.1,0,1
908,-0.1,0,1
909,-0.1,0,1
910,0.39021236,1,1
911,-0.1,0,1
912,0.377956,1,1
913,-0.1,0,1
914,-0.1,0,1
915,0.4408803,1,1
916,-0.1,0,1
917,0.33789662,1,1
918,-0.1,0,1
919,0.387706,1,1
920,0.40499395,1,1
921,-0.1,0,1
922,0.34661332,1,1
923,-0.1,0,1
924,-0.1,0,1
925,-0.1,0,1
926,-0.1,0,1
927,-0.1,0,1
928,0.354955,1,1
929,-0.1,0,1
930,-0.1,0,1
931,-0.1,0,1
932,-0.1,0,1
933,-0.1,0,1
934,-0.1,0,1
935,-0.1,0,1
936,0.40852466,1,1
937,0.41321245,1,1
938,-0.1,0,1
939,-0.1,0,1
940,0.40721202,1,1
941,-0.1,0,1
942,-0.1,0,1
943,-0.1,0,1
944,-0.1,0,1
945,0.37563032,1,1
946,0.44479883,1,1
947,-0.1,0,1
948,0.47377053,1,1
949,-0.1,0,1
950,-0.1,0,1
951,-0.1,0,1
952,0.36940852,1,1
953,-0.1,0,1
954,-0.1,0,1
955,0.32667527,1,1
956,-0.1,0,1
957,0.4569951,1,1
958,-0.1,0,1
959,-0.1,0,1
960,-0.1,0,1
961,-0.1,0,1
962,-0.1,0,1
963,-0.1,0,1
964,-0.1,0,1
965,-0.1,0,1
966,-0.1,0,1
967,-0.1,0,1
968,0.3343474,1,1
969,-0.1,0,1
970,-0.1,0,1
971,-0.1,0,1
972,0.4015266,1,1
973,0.47301576,1,1
974,-0.1,0,1
975,-0.1,0,1
976,0.371652,1,1
977,0.4621606,1,1
978,0.37374848,1,1
979,0.41062307,1,1
980,0.40522322,1,1
981,-0.1,0,1
982,0.21550462,1,1
983,-0.1,0,1
984,-0.1,0,1
985,0.35013977,1,1
986,-0.1,0,1
987,-0.1,0,1
988,-0.1,0,1
989,-0.1,0,1
990,-0.1,0,1
991,-0.1,0,1
992,-0.1,0,1
993,-0.1,0,1
994,-0.1,0,1
995,-0.1,0,1
996,-0.1,0,1
997,-0.1,0,1
998,-0.1,0,1
999,-0.1,0,1
1000,-0.1,0,1
1001,-0.1,0,1
1002,-0.1,0,1
1003,-0.1,0,1
1004,-0.1,0,1
1005,-0.1,0,1
1006,-0.1,0,1
1007,-0.1,0,1
1008,0.3546229,1,1
1009,0.38697293,1,1
1010,-0.1,0,1
1011,0.44049928,1,1
1012,-0.1,0,1
1013,-0.1,0,1
1014,-0.1,0,1
1015,-0.1,0,1
1016,-0.1,0,1
1017,0.4637123,1,1
1018,-0.1,0,1
1019,0.42907917,1,1
1020,0.35373494,1,1
1021,-0.1,0,1
1022,-0.1,0,1
1023,-0.1,0,1
1024,-0.1,0,1
1025,-0.1,0,1
1026,-0.1,0,1
1027,0.40016297,1,1
1028,-0.1,0,1
1029,-0.1,0,1
1030,0.35445893,1,1
1031,-0.1,0,1
1032,-0.1,0,1
1033,-0.1,0,1
1034,-0.1,0,1
1035,-0.1,0,1
1036,0.3429631,1,1
1037,-0.1,0,1
1038,0.308102,1,1
1039,-0.1,0,1
1040,-0.1,0,1
1041,0.42930838,1,1
1042,0.4576012,1,1
1043,0.4232205,1,1
1044,-0.1,0,1
1045,-0.1,0,1
1046,-0.1,0,1
1047,0.39096937,1,1
1048,-0.1,0,1
1049,-0.1,0,1
1050,-0.1,0,1
1051,-0.1,0,1
1052,-0.1,0,1
1053,0.33398396,1,1
1054,-0.1,0,1
1055,-0.1,0,1
1056,-0.1,0,1
1057,-0.1,0,1
1058,0.42930588,1,1
1059,-0.1,0,1
1060,0.27346367,1,1
1061,0.34863377,1,1
1062,-0.1,0,1
1063,0.22350897,1,1
1064,-0.1,0,1
1065,-0.1,0,1
1066,-0.1,0,1
1067,-0.1,0,1
1068,-0.1,0,1
1069,0.37467042,1,1
1070,-0.1,0,1
1071,0.5016993,1,1
1072,-0.1,0,1
1073,-0.1,0,1
1074,-0.1,0,1
1075,0.43386605,1,1
1076,-0.1,0,1
1077,-0.1,0,1
1078,-0.1,0,1
1079,-0.1,0,1
1080,0.35408485,1,1
1081,-0.1,0,1
1082,-0.1,0,1
1083,-0.1,0,1
1084,-0.1,0,1
1085,-0.1,0,1
1086,0.39849317,1,1
1087,-0.1,0,1
1088,-0.1,0,1
1089,0.45016485,1,1
1090,0.48637453,1,1
1091,0.39818734,1,1
1092,0.32440987,1,1
1093,-0.1,0,1
1094,-0.1,0,1
1095,-0.1,0,1
1096,0.42182285,1,1
1097,-0.1,0,1
1098,0.36287448,1,1
1099,-0.1,0,1
1100,0.37020543,1,1
1101,-0.1,0,1
1102,-0.1,0,1
1103,0.36051497,1,1
1104,-0.1,0,1
1105,0.37328306,1,1
1106,-0.1,0,1
1107,0.19475967,1,1
1108,-0.1,0,1
1109,-0.1,0,1
1110,-0.1,0,1
1111,-0.1,0,1
1112,0.32695025,1,1
1113,0.4331967,1,1
1114,0.38475385,1,1
1115,-0.1,0,1
1116,-0.1,0,1
1117,-0.1,0,1
1118,-0.1,0,1
1119,0.3451926,1,1
1120,0.35821903,1,1
1121,-0.1,0,1
1122,-0.1,0,1
1123,-0.1,0,1
1124,-0.1,0,1
1125,-0.1,0,1
1126,0.2686462,1,1
1127,0.33642507,1,1
1128,0.36524397,1,1
1129,-0.1,0,1
1130,0.19432028,1,1
1131,0.27412206,1,1
1132,-0.1,0,1
1133,0.39182642,1,1
1134,-0.1,0,1
1135,-0.1,0,1
1136,-0.1,0,1
1137,0.42506224,1,1
1138,0.3903202,1,1
1139,0.31370914,1,1
1140,-0.1,0,1
1141,0.4061399,1,1
1142,0.38781282,1,1
1143,-0.1,0,1
1144,-0.1,0,1
1145,0.4116267,1,1
1146,-0.1,0,1
1147,-0.1,0,1
1148,-0.1,0,1
1149,0.43272424,1,1
1150,-0.1,0,1
1151,-0.1,0,1
1152,-0.1,0,1
1153,0.45675373,1,1
1154,-0.1,0,1
1155,-0.1,0,1
1156,-0.1,0,1
1157,-0.1,0,1
1158,-0.1,0,1
1159,-0.1,0,1
1160,-0.1,0,1
1161,-0.1,0,1
1162,0.33902445,1,1
1163,-0.1,0,1
1164,0.35448498,1,1
1165,-0.1,0,1
1166,-0.1,0,1
1167,0.4846728,1,1
1168,-0.1,0,1
1169,-0.1,0,1
1170,-0.1,0,1
1171,-0.1,0,1
1172,-0.1,0,1
1173,0.2419532,1,1
1174,0.4071207,1,1
1175,-0.1,0,1
1176,-0.1,0,1
1177,-0.1,0,1
1178,-0.1,0,1
1179,0.4233322,1,1
1180,-0.1,0,1
1181,0.36545777,1,1
1182,-0.1,0,1
1183,-0.1,0,1
1184,-0.1,0,1
1185,-0.1,0,1
1186,0.3394697,1,1
1187,0.45679015,1,1
